tract_id,week,count
53001950100,2019/4/29,4
53001950300,2019/4/29,64
53001950400,2019/4/29,37
53001950500,2019/4/29,97
53005010100,2019/4/29,66
53005010201,2019/4/29,91
53005010202,2019/4/29,108
53005010300,2019/4/29,99
53005010400,2019/4/29,46
53005010500,2019/4/29,56
53005010600,2019/4/29,80
53005010701,2019/4/29,16
53005010703,2019/4/29,60
53005010705,2019/4/29,121
53005010707,2019/4/29,51
53005010708,2019/4/29,68
53005010803,2019/4/29,197
53005010805,2019/4/29,183
53005010807,2019/4/29,28
53005010809,2019/4/29,86
53005010810,2019/4/29,90
53005010811,2019/4/29,72
53005010813,2019/4/29,186
53005010814,2019/4/29,81
53005010901,2019/4/29,63
53005010902,2019/4/29,42
53005011001,2019/4/29,57
53005011002,2019/4/29,75
53005011100,2019/4/29,111
53005011200,2019/4/29,52
53005011300,2019/4/29,56
53005011401,2019/4/29,77
53005011402,2019/4/29,76
53005011501,2019/4/29,78
53005011503,2019/4/29,129
53005011504,2019/4/29,53
53005011700,2019/4/29,89
53005011800,2019/4/29,106
53005011900,2019/4/29,62
53007960100,2019/4/29,18
53007960200,2019/4/29,55
53007960300,2019/4/29,83
53007960400,2019/4/29,24
53007960500,2019/4/29,88
53007960600,2019/4/29,93
53007960700,2019/4/29,123
53007960801,2019/4/29,29
53007960802,2019/4/29,107
53007961000,2019/4/29,105
53007961100,2019/4/29,169
53007961200,2019/4/29,53
53007961301,2019/4/29,12
53007961302,2019/4/29,207
53009000200,2019/4/29,4
53009000300,2019/4/29,24
53009000400,2019/4/29,8
53009000600,2019/4/29,17
53009000700,2019/4/29,33
53009000800,2019/4/29,38
53009000900,2019/4/29,13
53009001000,2019/4/29,20
53009001100,2019/4/29,30
53009001200,2019/4/29,32
53009001300,2019/4/29,21
53009001400,2019/4/29,37
53009001500,2019/4/29,16
53009001600,2019/4/29,23
53009001700,2019/4/29,29
53009002000,2019/4/29,16
53009002100,2019/4/29,20
53009002300,2019/4/29,17
53009940000,2019/4/29,4
53009990100,2019/4/29,4
53011040101,2019/4/29,12
53011040102,2019/4/29,8
53011040201,2019/4/29,35
53011040202,2019/4/29,22
53011040203,2019/4/29,39
53011040301,2019/4/29,13
53011040302,2019/4/29,81
53011040403,2019/4/29,25
53011040407,2019/4/29,37
53011040408,2019/4/29,8
53011040411,2019/4/29,4
53011040412,2019/4/29,8
53011040413,2019/4/29,16
53011040414,2019/4/29,46
53011040415,2019/4/29,32
53011040416,2019/4/29,15
53011040504,2019/4/29,32
53011040505,2019/4/29,4
53011040508,2019/4/29,16
53011040509,2019/4/29,26
53011040510,2019/4/29,19
53011040511,2019/4/29,8
53011040603,2019/4/29,20
53011040604,2019/4/29,36
53011040605,2019/4/29,19
53011040608,2019/4/29,8
53011040609,2019/4/29,25
53011040610,2019/4/29,8
53011040703,2019/4/29,4
53011040706,2019/4/29,12
53011040707,2019/4/29,8
53011040709,2019/4/29,29
53011040710,2019/4/29,23
53011040711,2019/4/29,8
53011040712,2019/4/29,29
53011040803,2019/4/29,4
53011040805,2019/4/29,20
53011040806,2019/4/29,8
53011040808,2019/4/29,10
53011040809,2019/4/29,20
53011040810,2019/4/29,4
53011040904,2019/4/29,4
53011040905,2019/4/29,22
53011040907,2019/4/29,28
53011040908,2019/4/29,20
53011040909,2019/4/29,13
53011040910,2019/4/29,12
53011041003,2019/4/29,12
53011041005,2019/4/29,13
53011041007,2019/4/29,16
53011041008,2019/4/29,13
53011041009,2019/4/29,12
53011041010,2019/4/29,8
53011041011,2019/4/29,21
53011041104,2019/4/29,12
53011041105,2019/4/29,4
53011041108,2019/4/29,20
53011041111,2019/4/29,4
53011041112,2019/4/29,14
53011041201,2019/4/29,8
53011041203,2019/4/29,8
53011041205,2019/4/29,8
53011041206,2019/4/29,4
53011041317,2019/4/29,16
53011041318,2019/4/29,4
53011041319,2019/4/29,12
53011041320,2019/4/29,8
53011041321,2019/4/29,8
53011041322,2019/4/29,10
53011041323,2019/4/29,4
53011041325,2019/4/29,12
53011041326,2019/4/29,32
53011041327,2019/4/29,28
53011041328,2019/4/29,44
53011041329,2019/4/29,19
53011041330,2019/4/29,8
53011041331,2019/4/29,4
53011041332,2019/4/29,4
53011041333,2019/4/29,8
53011041400,2019/4/29,38
53011041500,2019/4/29,12
53011041600,2019/4/29,8
53011041700,2019/4/29,25
53011041800,2019/4/29,8
53011041900,2019/4/29,4
53011042000,2019/4/29,8
53011042100,2019/4/29,4
53011042300,2019/4/29,4
53011042500,2019/4/29,8
53011042600,2019/4/29,12
53011042700,2019/4/29,4
53011042800,2019/4/29,4
53011043000,2019/4/29,4
53011043100,2019/4/29,4
53013960200,2019/4/29,47
53015000300,2019/4/29,12
53015000400,2019/4/29,56
53015000501,2019/4/29,34
53015000502,2019/4/29,53
53015000601,2019/4/29,40
53015000602,2019/4/29,22
53015000702,2019/4/29,24
53015000703,2019/4/29,28
53015000704,2019/4/29,70
53015000800,2019/4/29,95
53015000900,2019/4/29,130
53015001000,2019/4/29,4
53015001100,2019/4/29,73
53015001200,2019/4/29,87
53015001300,2019/4/29,20
53015001501,2019/4/29,25
53015001502,2019/4/29,60
53015001600,2019/4/29,40
53015001700,2019/4/29,68
53015001800,2019/4/29,32
53015001900,2019/4/29,48
53015002001,2019/4/29,46
53015002002,2019/4/29,128
53015002100,2019/4/29,56
53017950100,2019/4/29,45
53017950200,2019/4/29,33
53017950300,2019/4/29,94
53017950400,2019/4/29,181
53017950500,2019/4/29,75
53017950600,2019/4/29,147
53017950700,2019/4/29,72
53017950800,2019/4/29,94
53019970200,2019/4/29,4
53021020100,2019/4/29,122
53021020200,2019/4/29,40
53021020300,2019/4/29,71
53021020400,2019/4/29,90
53021020501,2019/4/29,100
53021020502,2019/4/29,128
53021020601,2019/4/29,145
53021020603,2019/4/29,65
53021020605,2019/4/29,170
53021020606,2019/4/29,140
53021020700,2019/4/29,8
53021020800,2019/4/29,77
53023970300,2019/4/29,4
53025010200,2019/4/29,20
53025010300,2019/4/29,20
53025010400,2019/4/29,88
53025010500,2019/4/29,27
53025010600,2019/4/29,76
53025010700,2019/4/29,47
53025010800,2019/4/29,61
53025010901,2019/4/29,21
53025010902,2019/4/29,131
53025011000,2019/4/29,191
53025011100,2019/4/29,112
53025011200,2019/4/29,71
53025011300,2019/4/29,49
53025011402,2019/4/29,29
53027000200,2019/4/29,67
53027000300,2019/4/29,20
53027000400,2019/4/29,170
53027000500,2019/4/29,132
53027000600,2019/4/29,50
53027000700,2019/4/29,54
53027000800,2019/4/29,57
53027000900,2019/4/29,88
53027001000,2019/4/29,84
53027001100,2019/4/29,32
53027001200,2019/4/29,36
53027001300,2019/4/29,21
53027001400,2019/4/29,39
53027001500,2019/4/29,40
53027001600,2019/4/29,8
53027940000,2019/4/29,4
53029970100,2019/4/29,34
53029970200,2019/4/29,8
53029970300,2019/4/29,60
53029970400,2019/4/29,151
53029970500,2019/4/29,88
53029970601,2019/4/29,45
53029970602,2019/4/29,16
53029970700,2019/4/29,20
53029970800,2019/4/29,25
53029970900,2019/4/29,43
53029971000,2019/4/29,75
53029971100,2019/4/29,32
53029971300,2019/4/29,43
53029971400,2019/4/29,16
53029971500,2019/4/29,22
53029971600,2019/4/29,44
53029971700,2019/4/29,23
53029971800,2019/4/29,28
53029971900,2019/4/29,43
53029972000,2019/4/29,14
53029972100,2019/4/29,27
53031950202,2019/4/29,12
53031950300,2019/4/29,42
53031950400,2019/4/29,13
53031950500,2019/4/29,30
53031950601,2019/4/29,67
53031950602,2019/4/29,25
53031950702,2019/4/29,11
53033000100,2019/4/29,138
53033000200,2019/4/29,89
53033000300,2019/4/29,40
53033000401,2019/4/29,69
53033000402,2019/4/29,64
53033000500,2019/4/29,46
53033000600,2019/4/29,83
53033000700,2019/4/29,94
53033000800,2019/4/29,22
53033000900,2019/4/29,26
53033001000,2019/4/29,32
53033001100,2019/4/29,24
53033001200,2019/4/29,108
53033001300,2019/4/29,45
53033001400,2019/4/29,66
53033001500,2019/4/29,49
53033001600,2019/4/29,40
53033001701,2019/4/29,34
53033001702,2019/4/29,32
53033001800,2019/4/29,33
53033001900,2019/4/29,23
53033002000,2019/4/29,28
53033002100,2019/4/29,54
53033002200,2019/4/29,118
53033002400,2019/4/29,39
53033002500,2019/4/29,56
53033002600,2019/4/29,78
53033002700,2019/4/29,48
53033002800,2019/4/29,55
53033002900,2019/4/29,63
53033003000,2019/4/29,105
53033003100,2019/4/29,82
53033003200,2019/4/29,72
53033003300,2019/4/29,91
53033003400,2019/4/29,20
53033003500,2019/4/29,28
53033003600,2019/4/29,39
53033003800,2019/4/29,40
53033003900,2019/4/29,36
53033004000,2019/4/29,75
53033004100,2019/4/29,104
53033004200,2019/4/29,126
53033004301,2019/4/29,46
53033004302,2019/4/29,111
53033004400,2019/4/29,120
53033004500,2019/4/29,29
53033004600,2019/4/29,126
53033004700,2019/4/29,106
53033004800,2019/4/29,40
53033004900,2019/4/29,54
53033005000,2019/4/29,36
53033005100,2019/4/29,50
53033005200,2019/4/29,176
53033005301,2019/4/29,101
53033005302,2019/4/29,186
53033005400,2019/4/29,63
53033005600,2019/4/29,119
53033005700,2019/4/29,93
53033005801,2019/4/29,83
53033005802,2019/4/29,96
53033005900,2019/4/29,65
53033006000,2019/4/29,69
53033006100,2019/4/29,28
53033006200,2019/4/29,83
53033006300,2019/4/29,80
53033006400,2019/4/29,28
53033006500,2019/4/29,49
53033006600,2019/4/29,36
53033006700,2019/4/29,112
53033006800,2019/4/29,57
53033006900,2019/4/29,100
53033007000,2019/4/29,57
53033007100,2019/4/29,77
53033007200,2019/4/29,100
53033007300,2019/4/29,73
53033007401,2019/4/29,105
53033007402,2019/4/29,42
53033007500,2019/4/29,103
53033007600,2019/4/29,46
53033007700,2019/4/29,83
53033007800,2019/4/29,41
53033007900,2019/4/29,91
53033008001,2019/4/29,91
53033008002,2019/4/29,23
53033008100,2019/4/29,105
53033008200,2019/4/29,73
53033008300,2019/4/29,64
53033008400,2019/4/29,51
53033008500,2019/4/29,91
53033008600,2019/4/29,81
53033008700,2019/4/29,74
53033008800,2019/4/29,27
53033008900,2019/4/29,42
53033009000,2019/4/29,49
53033009100,2019/4/29,47
53033009200,2019/4/29,24
53033009300,2019/4/29,46
53033009400,2019/4/29,82
53033009500,2019/4/29,110
53033009600,2019/4/29,74
53033009701,2019/4/29,82
53033009702,2019/4/29,79
53033009800,2019/4/29,82
53033009900,2019/4/29,74
53033010001,2019/4/29,33
53033010002,2019/4/29,47
53033010100,2019/4/29,102
53033010200,2019/4/29,32
53033010300,2019/4/29,49
53033010401,2019/4/29,23
53033010402,2019/4/29,23
53033010500,2019/4/29,91
53033010600,2019/4/29,85
53033010701,2019/4/29,16
53033010702,2019/4/29,40
53033010800,2019/4/29,85
53033010900,2019/4/29,103
53033011001,2019/4/29,35
53033011002,2019/4/29,44
53033011101,2019/4/29,81
53033011102,2019/4/29,48
53033011200,2019/4/29,87
53033011300,2019/4/29,91
53033011401,2019/4/29,43
53033011402,2019/4/29,56
53033011500,2019/4/29,40
53033011600,2019/4/29,95
53033011700,2019/4/29,44
53033011800,2019/4/29,104
53033011900,2019/4/29,78
53033012000,2019/4/29,44
53033012100,2019/4/29,36
53033020100,2019/4/29,59
53033020200,2019/4/29,68
53033020300,2019/4/29,75
53033020401,2019/4/29,36
53033020402,2019/4/29,68
53033020500,2019/4/29,97
53033020600,2019/4/29,52
53033020700,2019/4/29,46
53033020800,2019/4/29,60
53033020900,2019/4/29,54
53033021000,2019/4/29,140
53033021100,2019/4/29,93
53033021300,2019/4/29,48
53033021400,2019/4/29,84
53033021500,2019/4/29,69
53033021600,2019/4/29,68
53033021700,2019/4/29,173
53033021802,2019/4/29,60
53033021803,2019/4/29,77
53033021804,2019/4/29,60
53033021903,2019/4/29,83
53033021904,2019/4/29,82
53033021905,2019/4/29,71
53033021906,2019/4/29,74
53033022001,2019/4/29,103
53033022003,2019/4/29,144
53033022005,2019/4/29,76
53033022006,2019/4/29,80
53033022101,2019/4/29,123
53033022102,2019/4/29,103
53033022201,2019/4/29,96
53033022202,2019/4/29,118
53033022203,2019/4/29,188
53033022300,2019/4/29,80
53033022400,2019/4/29,257
53033022500,2019/4/29,171
53033022603,2019/4/29,116
53033022604,2019/4/29,134
53033022605,2019/4/29,56
53033022606,2019/4/29,139
53033022701,2019/4/29,47
53033022702,2019/4/29,106
53033022703,2019/4/29,41
53033022801,2019/4/29,135
53033022802,2019/4/29,128
53033022803,2019/4/29,131
53033022901,2019/4/29,53
53033022902,2019/4/29,146
53033023000,2019/4/29,198
53033023100,2019/4/29,182
53033023201,2019/4/29,489
53033023202,2019/4/29,63
53033023300,2019/4/29,111
53033023401,2019/4/29,88
53033023403,2019/4/29,108
53033023404,2019/4/29,89
53033023500,2019/4/29,48
53033023601,2019/4/29,99
53033023603,2019/4/29,85
53033023604,2019/4/29,117
53033023700,2019/4/29,117
53033023801,2019/4/29,78
53033023803,2019/4/29,46
53033023804,2019/4/29,746
53033023900,2019/4/29,177
53033024000,2019/4/29,422
53033024100,2019/4/29,109
53033024200,2019/4/29,72
53033024300,2019/4/29,126
53033024400,2019/4/29,32
53033024500,2019/4/29,92
53033024601,2019/4/29,87
53033024602,2019/4/29,99
53033024701,2019/4/29,117
53033024702,2019/4/29,122
53033024800,2019/4/29,120
53033024901,2019/4/29,342
53033024902,2019/4/29,101
53033024903,2019/4/29,179
53033025001,2019/4/29,111
53033025003,2019/4/29,146
53033025005,2019/4/29,174
53033025006,2019/4/29,106
53033025101,2019/4/29,121
53033025102,2019/4/29,143
53033025200,2019/4/29,128
53033025301,2019/4/29,104
53033025302,2019/4/29,61
53033025400,2019/4/29,106
53033025500,2019/4/29,76
53033025601,2019/4/29,81
53033025602,2019/4/29,116
53033025701,2019/4/29,52
53033025702,2019/4/29,39
53033025803,2019/4/29,16
53033025804,2019/4/29,47
53033025805,2019/4/29,44
53033025806,2019/4/29,124
53033026001,2019/4/29,67
53033026002,2019/4/29,64
53033026100,2019/4/29,84
53033026200,2019/4/29,118
53033026300,2019/4/29,24
53033026400,2019/4/29,111
53033026500,2019/4/29,54
53033026600,2019/4/29,33
53033026700,2019/4/29,98
53033026801,2019/4/29,115
53033026802,2019/4/29,105
53033027000,2019/4/29,78
53033027100,2019/4/29,84
53033027200,2019/4/29,34
53033027300,2019/4/29,108
53033027400,2019/4/29,114
53033027500,2019/4/29,53
53033027600,2019/4/29,103
53033027701,2019/4/29,50
53033027702,2019/4/29,75
53033027800,2019/4/29,32
53033027900,2019/4/29,126
53033028000,2019/4/29,95
53033028100,2019/4/29,41
53033028200,2019/4/29,55
53033028300,2019/4/29,107
53033028402,2019/4/29,97
53033028403,2019/4/29,55
53033028500,2019/4/29,58
53033028600,2019/4/29,100
53033028700,2019/4/29,110
53033028801,2019/4/29,28
53033028802,2019/4/29,102
53033028901,2019/4/29,72
53033028902,2019/4/29,143
53033029001,2019/4/29,143
53033029003,2019/4/29,68
53033029004,2019/4/29,70
53033029101,2019/4/29,64
53033029102,2019/4/29,94
53033029203,2019/4/29,74
53033029204,2019/4/29,107
53033029205,2019/4/29,91
53033029206,2019/4/29,118
53033029303,2019/4/29,65
53033029304,2019/4/29,57
53033029305,2019/4/29,58
53033029306,2019/4/29,16
53033029307,2019/4/29,47
53033029403,2019/4/29,79
53033029405,2019/4/29,93
53033029406,2019/4/29,60
53033029407,2019/4/29,94
53033029408,2019/4/29,85
53033029502,2019/4/29,108
53033029503,2019/4/29,147
53033029504,2019/4/29,76
53033029601,2019/4/29,96
53033029602,2019/4/29,159
53033029700,2019/4/29,135
53033029801,2019/4/29,103
53033029802,2019/4/29,105
53033029901,2019/4/29,52
53033029902,2019/4/29,70
53033030003,2019/4/29,49
53033030004,2019/4/29,124
53033030005,2019/4/29,101
53033030006,2019/4/29,148
53033030100,2019/4/29,89
53033030201,2019/4/29,103
53033030202,2019/4/29,132
53033030304,2019/4/29,81
53033030305,2019/4/29,68
53033030306,2019/4/29,73
53033030308,2019/4/29,77
53033030309,2019/4/29,90
53033030310,2019/4/29,72
53033030311,2019/4/29,149
53033030312,2019/4/29,102
53033030313,2019/4/29,54
53033030314,2019/4/29,51
53033030401,2019/4/29,171
53033030403,2019/4/29,61
53033030404,2019/4/29,57
53033030501,2019/4/29,56
53033030503,2019/4/29,119
53033030504,2019/4/29,99
53033030600,2019/4/29,114
53033030700,2019/4/29,71
53033030801,2019/4/29,95
53033030802,2019/4/29,70
53033030901,2019/4/29,103
53033030902,2019/4/29,139
53033031000,2019/4/29,118
53033031100,2019/4/29,138
53033031202,2019/4/29,81
53033031204,2019/4/29,74
53033031205,2019/4/29,161
53033031206,2019/4/29,56
53033031301,2019/4/29,36
53033031302,2019/4/29,88
53033031400,2019/4/29,88
53033031501,2019/4/29,51
53033031502,2019/4/29,44
53033031601,2019/4/29,63
53033031603,2019/4/29,86
53033031604,2019/4/29,127
53033031605,2019/4/29,48
53033031703,2019/4/29,80
53033031704,2019/4/29,99
53033031705,2019/4/29,60
53033031706,2019/4/29,136
53033031800,2019/4/29,83
53033031903,2019/4/29,110
53033031904,2019/4/29,54
53033031906,2019/4/29,65
53033031907,2019/4/29,162
53033031908,2019/4/29,36
53033031909,2019/4/29,52
53033032002,2019/4/29,44
53033032003,2019/4/29,65
53033032005,2019/4/29,62
53033032006,2019/4/29,53
53033032007,2019/4/29,76
53033032008,2019/4/29,96
53033032010,2019/4/29,119
53033032011,2019/4/29,104
53033032102,2019/4/29,84
53033032103,2019/4/29,80
53033032104,2019/4/29,84
53033032203,2019/4/29,225
53033032207,2019/4/29,94
53033032208,2019/4/29,153
53033032210,2019/4/29,446
53033032211,2019/4/29,843
53033032212,2019/4/29,159
53033032213,2019/4/29,108
53033032214,2019/4/29,179
53033032215,2019/4/29,120
53033032307,2019/4/29,97
53033032309,2019/4/29,173
53033032311,2019/4/29,107
53033032313,2019/4/29,119
53033032315,2019/4/29,136
53033032316,2019/4/29,169
53033032317,2019/4/29,814
53033032318,2019/4/29,156
53033032319,2019/4/29,90
53033032320,2019/4/29,87
53033032321,2019/4/29,148
53033032322,2019/4/29,42
53033032323,2019/4/29,158
53033032324,2019/4/29,139
53033032325,2019/4/29,89
53033032326,2019/4/29,38
53033032327,2019/4/29,49
53033032328,2019/4/29,70
53033032329,2019/4/29,164
53033032401,2019/4/29,131
53033032402,2019/4/29,148
53033032500,2019/4/29,130
53033032601,2019/4/29,68
53033032602,2019/4/29,549
53033032702,2019/4/29,148
53033032703,2019/4/29,32
53033032704,2019/4/29,130
53033032800,2019/4/29,65
53035080101,2019/4/29,16
53035080102,2019/4/29,78
53035080200,2019/4/29,37
53035080300,2019/4/29,29
53035080400,2019/4/29,20
53035080500,2019/4/29,42
53035080600,2019/4/29,87
53035080700,2019/4/29,20
53035080800,2019/4/29,24
53035080900,2019/4/29,38
53035081000,2019/4/29,33
53035081100,2019/4/29,24
53035081200,2019/4/29,34
53035081400,2019/4/29,8
53035090101,2019/4/29,74
53035090102,2019/4/29,82
53035090201,2019/4/29,73
53035090202,2019/4/29,69
53035090300,2019/4/29,28
53035090400,2019/4/29,56
53035090501,2019/4/29,75
53035090502,2019/4/29,89
53035090700,2019/4/29,36
53035090800,2019/4/29,44
53035090900,2019/4/29,55
53035091000,2019/4/29,83
53035091100,2019/4/29,37
53035091201,2019/4/29,17
53035091203,2019/4/29,103
53035091204,2019/4/29,25
53035091301,2019/4/29,22
53035091302,2019/4/29,66
53035091400,2019/4/29,24
53035091500,2019/4/29,21
