tract_id,week,count
53035091600,2019/4/29,46
53035091700,2019/4/29,48
53035091800,2019/4/29,36
53035091900,2019/4/29,45
53035092000,2019/4/29,64
53035092100,2019/4/29,101
53035092200,2019/4/29,52
53035092300,2019/4/29,78
53035092400,2019/4/29,99
53035092500,2019/4/29,59
53035092600,2019/4/29,61
53035092701,2019/4/29,36
53035092704,2019/4/29,45
53035092801,2019/4/29,60
53035092802,2019/4/29,40
53035092803,2019/4/29,30
53035092901,2019/4/29,70
53035092902,2019/4/29,54
53035940000,2019/4/29,28
53035940100,2019/4/29,46
53037975100,2019/4/29,36
53037975200,2019/4/29,55
53037975300,2019/4/29,57
53037975401,2019/4/29,93
53037975402,2019/4/29,77
53037975500,2019/4/29,117
53037975600,2019/4/29,28
53037975700,2019/4/29,76
53039950100,2019/4/29,29
53039950200,2019/4/29,8
53039950300,2019/4/29,8
53041970100,2019/4/29,30
53041970200,2019/4/29,21
53041970300,2019/4/29,24
53041970400,2019/4/29,43
53041970500,2019/4/29,95
53041970600,2019/4/29,4
53041970700,2019/4/29,28
53041970800,2019/4/29,37
53041970900,2019/4/29,21
53041971000,2019/4/29,28
53041971100,2019/4/29,21
53041971200,2019/4/29,8
53041971300,2019/4/29,51
53041971400,2019/4/29,8
53041971500,2019/4/29,53
53041971600,2019/4/29,12
53041971700,2019/4/29,12
53041971800,2019/4/29,4
53041971900,2019/4/29,4
53043960100,2019/4/29,4
53043960200,2019/4/29,28
53043960300,2019/4/29,16
53043960400,2019/4/29,20
53045960100,2019/4/29,16
53045960200,2019/4/29,40
53045960300,2019/4/29,57
53045960400,2019/4/29,33
53045960500,2019/4/29,56
53045960600,2019/4/29,35
53045960700,2019/4/29,8
53045960800,2019/4/29,46
53045960900,2019/4/29,71
53045961000,2019/4/29,20
53045961100,2019/4/29,20
53045961200,2019/4/29,36
53045961300,2019/4/29,32
53047940100,2019/4/29,4
53047940200,2019/4/29,16
53047970300,2019/4/29,4
53047970400,2019/4/29,9
53047970500,2019/4/29,16
53047970600,2019/4/29,79
53047970700,2019/4/29,26
53047970800,2019/4/29,16
53047971000,2019/4/29,10
53049950200,2019/4/29,37
53049950300,2019/4/29,15
53049950400,2019/4/29,28
53049950500,2019/4/29,18
53049950600,2019/4/29,4
53049950700,2019/4/29,8
53049950800,2019/4/29,8
53051970200,2019/4/29,13
53051970300,2019/4/29,29
53051970400,2019/4/29,34
53051970500,2019/4/29,4
53053060200,2019/4/29,31
53053060300,2019/4/29,85
53053060400,2019/4/29,111
53053060500,2019/4/29,52
53053060600,2019/4/29,91
53053060700,2019/4/29,84
53053060800,2019/4/29,186
53053060903,2019/4/29,64
53053060904,2019/4/29,156
53053060905,2019/4/29,127
53053060906,2019/4/29,24
53053061001,2019/4/29,26
53053061002,2019/4/29,72
53053061100,2019/4/29,94
53053061200,2019/4/29,46
53053061300,2019/4/29,177
53053061400,2019/4/29,79
53053061500,2019/4/29,75
53053061601,2019/4/29,52
53053061602,2019/4/29,20
53053061700,2019/4/29,107
53053061800,2019/4/29,936
53053061900,2019/4/29,32
53053062000,2019/4/29,74
53053062300,2019/4/29,328
53053062400,2019/4/29,92
53053062500,2019/4/29,162
53053062600,2019/4/29,221
53053062801,2019/4/29,131
53053062802,2019/4/29,82
53053062900,2019/4/29,116
53053063000,2019/4/29,45
53053063100,2019/4/29,61
53053063200,2019/4/29,56
53053063300,2019/4/29,86
53053063400,2019/4/29,151
53053063501,2019/4/29,66
53053063502,2019/4/29,109
53053070100,2019/4/29,97
53053070203,2019/4/29,199
53053070204,2019/4/29,25
53053070205,2019/4/29,41
53053070206,2019/4/29,84
53053070207,2019/4/29,49
53053070307,2019/4/29,90
53053070308,2019/4/29,112
53053070309,2019/4/29,108
53053070310,2019/4/29,63
53053070311,2019/4/29,68
53053070312,2019/4/29,116
53053070313,2019/4/29,66
53053070314,2019/4/29,76
53053070315,2019/4/29,186
53053070316,2019/4/29,135
53053070401,2019/4/29,38
53053070403,2019/4/29,115
53053070404,2019/4/29,160
53053070703,2019/4/29,73
53053071100,2019/4/29,45
53053071205,2019/4/29,65
53053071206,2019/4/29,97
53053071207,2019/4/29,79
53053071208,2019/4/29,157
53053071209,2019/4/29,74
53053071210,2019/4/29,80
53053071304,2019/4/29,103
53053071305,2019/4/29,32
53053071306,2019/4/29,49
53053071307,2019/4/29,68
53053071309,2019/4/29,56
53053071310,2019/4/29,92
53053071403,2019/4/29,47
53053071406,2019/4/29,115
53053071407,2019/4/29,65
53053071408,2019/4/29,59
53053071409,2019/4/29,38
53053071410,2019/4/29,75
53053071411,2019/4/29,64
53053071503,2019/4/29,30
53053071504,2019/4/29,114
53053071505,2019/4/29,61
53053071506,2019/4/29,172
53053071601,2019/4/29,55
53053071602,2019/4/29,89
53053071703,2019/4/29,37
53053071704,2019/4/29,38
53053071705,2019/4/29,40
53053071706,2019/4/29,36
53053071707,2019/4/29,49
53053071803,2019/4/29,61
53053071805,2019/4/29,37
53053071806,2019/4/29,55
53053071807,2019/4/29,115
53053071808,2019/4/29,78
53053071901,2019/4/29,57
53053071902,2019/4/29,81
53053072000,2019/4/29,36
53053072105,2019/4/29,95
53053072106,2019/4/29,70
53053072107,2019/4/29,128
53053072108,2019/4/29,81
53053072109,2019/4/29,34
53053072111,2019/4/29,48
53053072112,2019/4/29,72
53053072305,2019/4/29,94
53053072307,2019/4/29,63
53053072308,2019/4/29,112
53053072309,2019/4/29,109
53053072310,2019/4/29,404
53053072311,2019/4/29,256
53053072312,2019/4/29,106
53053072313,2019/4/29,89
53053072405,2019/4/29,62
53053072406,2019/4/29,100
53053072407,2019/4/29,69
53053072408,2019/4/29,102
53053072409,2019/4/29,45
53053072410,2019/4/29,40
53053072503,2019/4/29,39
53053072504,2019/4/29,63
53053072505,2019/4/29,138
53053072506,2019/4/29,58
53053072507,2019/4/29,36
53053072601,2019/4/29,54
53053072602,2019/4/29,12
53053072603,2019/4/29,63
53053072800,2019/4/29,214
53053072901,2019/4/29,54
53053072903,2019/4/29,91
53053072905,2019/4/29,24
53053072906,2019/4/29,39
53053072907,2019/4/29,46
53053073001,2019/4/29,41
53053073005,2019/4/29,36
53053073006,2019/4/29,42
53053073108,2019/4/29,396
53053073110,2019/4/29,353
53053073111,2019/4/29,69
53053073113,2019/4/29,110
53053073114,2019/4/29,47
53053073115,2019/4/29,29
53053073116,2019/4/29,76
53053073117,2019/4/29,16
53053073118,2019/4/29,76
53053073119,2019/4/29,16
53053073120,2019/4/29,44
53053073121,2019/4/29,68
53053073122,2019/4/29,46
53053073123,2019/4/29,81
53053073124,2019/4/29,24
53053073125,2019/4/29,130
53053073126,2019/4/29,55
53053073200,2019/4/29,64
53053073301,2019/4/29,48
53053073302,2019/4/29,60
53053073404,2019/4/29,67
53053073405,2019/4/29,37
53053073406,2019/4/29,68
53053073407,2019/4/29,28
53053073408,2019/4/29,76
53053073500,2019/4/29,130
53053940001,2019/4/29,85
53053940002,2019/4/29,216
53053940003,2019/4/29,232
53053940004,2019/4/29,93
53053940005,2019/4/29,159
53053940006,2019/4/29,58
53053940007,2019/4/29,77
53053940008,2019/4/29,251
53053940009,2019/4/29,75
53053940010,2019/4/29,69
53053940011,2019/4/29,80
53055960100,2019/4/29,35
53055960300,2019/4/29,8
53055960400,2019/4/29,12
53057940200,2019/4/29,38
53057940300,2019/4/29,81
53057940400,2019/4/29,98
53057940500,2019/4/29,36
53057940600,2019/4/29,14
53057940700,2019/4/29,11
53057940800,2019/4/29,24
53057950100,2019/4/29,20
53057950800,2019/4/29,32
53057950900,2019/4/29,36
53057951000,2019/4/29,20
53057951100,2019/4/29,17
53057951200,2019/4/29,37
53057951300,2019/4/29,36
53057951400,2019/4/29,48
53057951500,2019/4/29,157
53057951600,2019/4/29,40
53057951700,2019/4/29,47
53057951800,2019/4/29,56
53057951900,2019/4/29,61
53057952100,2019/4/29,41
53057952200,2019/4/29,45
53057952301,2019/4/29,47
53057952302,2019/4/29,98
53057952401,2019/4/29,40
53057952402,2019/4/29,66
53057952500,2019/4/29,25
53057952600,2019/4/29,49
53057952700,2019/4/29,18
53059950200,2019/4/29,4
53059950400,2019/4/29,12
53061040100,2019/4/29,76
53061040200,2019/4/29,74
53061040300,2019/4/29,36
53061040400,2019/4/29,46
53061040500,2019/4/29,50
53061040700,2019/4/29,49
53061040800,2019/4/29,41
53061040900,2019/4/29,43
53061041000,2019/4/29,71
53061041100,2019/4/29,61
53061041201,2019/4/29,35
53061041202,2019/4/29,62
53061041301,2019/4/29,122
53061041303,2019/4/29,89
53061041304,2019/4/29,87
53061041400,2019/4/29,34
53061041500,2019/4/29,12
53061041601,2019/4/29,68
53061041605,2019/4/29,100
53061041606,2019/4/29,61
53061041607,2019/4/29,50
53061041608,2019/4/29,76
53061041701,2019/4/29,81
53061041703,2019/4/29,60
53061041704,2019/4/29,115
53061041805,2019/4/29,75
53061041806,2019/4/29,122
53061041808,2019/4/29,24
53061041809,2019/4/29,50
53061041810,2019/4/29,28
53061041811,2019/4/29,96
53061041812,2019/4/29,66
53061041901,2019/4/29,77
53061041903,2019/4/29,182
53061041904,2019/4/29,67
53061041905,2019/4/29,80
53061042001,2019/4/29,74
53061042003,2019/4/29,50
53061042004,2019/4/29,47
53061042005,2019/4/29,81
53061042006,2019/4/29,54
53061050101,2019/4/29,28
53061050102,2019/4/29,54
53061050200,2019/4/29,104
53061050300,2019/4/29,50
53061050401,2019/4/29,58
53061050402,2019/4/29,44
53061050500,2019/4/29,74
53061050600,2019/4/29,29
53061050700,2019/4/29,96
53061050800,2019/4/29,56
53061050900,2019/4/29,50
53061051000,2019/4/29,46
53061051100,2019/4/29,47
53061051200,2019/4/29,45
53061051300,2019/4/29,87
53061051400,2019/4/29,133
53061051500,2019/4/29,52
53061051601,2019/4/29,78
53061051602,2019/4/29,54
53061051701,2019/4/29,76
53061051702,2019/4/29,65
53061051802,2019/4/29,59
53061051803,2019/4/29,75
53061051804,2019/4/29,50
53061051905,2019/4/29,126
53061051912,2019/4/29,20
53061051913,2019/4/29,91
53061051914,2019/4/29,44
53061051915,2019/4/29,74
53061051916,2019/4/29,64
53061051917,2019/4/29,74
53061051918,2019/4/29,61
53061051921,2019/4/29,77
53061051922,2019/4/29,32
53061051923,2019/4/29,101
53061051924,2019/4/29,100
53061051925,2019/4/29,118
53061051926,2019/4/29,74
53061051927,2019/4/29,60
53061051928,2019/4/29,55
53061052003,2019/4/29,168
53061052004,2019/4/29,86
53061052005,2019/4/29,57
53061052006,2019/4/29,46
53061052007,2019/4/29,155
53061052104,2019/4/29,69
53061052105,2019/4/29,32
53061052107,2019/4/29,65
53061052108,2019/4/29,86
53061052112,2019/4/29,20
53061052113,2019/4/29,21
53061052114,2019/4/29,65
53061052115,2019/4/29,110
53061052118,2019/4/29,85
53061052203,2019/4/29,83
53061052204,2019/4/29,102
53061052206,2019/4/29,74
53061052207,2019/4/29,90
53061052208,2019/4/29,70
53061052209,2019/4/29,20
53061052301,2019/4/29,57
53061052302,2019/4/29,84
53061052401,2019/4/29,48
53061052402,2019/4/29,68
53061052502,2019/4/29,61
53061052503,2019/4/29,138
53061052504,2019/4/29,20
53061052603,2019/4/29,38
53061052604,2019/4/29,42
53061052605,2019/4/29,82
53061052606,2019/4/29,122
53061052607,2019/4/29,88
53061052701,2019/4/29,8
53061052705,2019/4/29,149
53061052706,2019/4/29,113
53061052707,2019/4/29,75
53061052708,2019/4/29,132
53061052709,2019/4/29,29
53061052803,2019/4/29,64
53061052804,2019/4/29,93
53061052805,2019/4/29,28
53061052806,2019/4/29,70
53061052903,2019/4/29,24
53061052904,2019/4/29,89
53061052905,2019/4/29,32
53061052906,2019/4/29,114
53061053101,2019/4/29,37
53061053102,2019/4/29,58
53061053201,2019/4/29,52
53061053202,2019/4/29,32
53061053301,2019/4/29,76
53061053302,2019/4/29,76
53061053400,2019/4/29,61
53061053504,2019/4/29,67
53061053505,2019/4/29,74
53061053506,2019/4/29,56
53061053507,2019/4/29,85
53061053508,2019/4/29,41
53061053509,2019/4/29,66
53061053602,2019/4/29,64
53061053603,2019/4/29,43
53061053604,2019/4/29,85
53061053700,2019/4/29,13
53061053801,2019/4/29,40
53061053802,2019/4/29,68
53061053803,2019/4/29,63
53061940001,2019/4/29,53
53061940002,2019/4/29,8
53061990002,2019/4/29,4
53063000200,2019/4/29,84
53063000300,2019/4/29,55
53063000400,2019/4/29,46
53063000500,2019/4/29,37
53063000600,2019/4/29,46
53063000700,2019/4/29,57
53063000800,2019/4/29,37
53063000900,2019/4/29,53
53063001000,2019/4/29,23
53063001100,2019/4/29,62
53063001200,2019/4/29,16
53063001300,2019/4/29,34
53063001400,2019/4/29,89
53063001500,2019/4/29,77
53063001600,2019/4/29,85
53063001800,2019/4/29,42
53063001900,2019/4/29,48
53063002000,2019/4/29,49
53063002100,2019/4/29,24
53063002300,2019/4/29,63
53063002400,2019/4/29,61
53063002500,2019/4/29,125
53063002600,2019/4/29,73
53063002900,2019/4/29,28
53063003000,2019/4/29,39
53063003100,2019/4/29,69
53063003200,2019/4/29,40
53063003500,2019/4/29,20
53063003600,2019/4/29,98
53063003800,2019/4/29,38
53063003900,2019/4/29,8
53063004000,2019/4/29,32
53063004100,2019/4/29,46
53063004200,2019/4/29,75
53063004300,2019/4/29,51
53063004400,2019/4/29,55
53063004500,2019/4/29,32
53063004601,2019/4/29,49
53063004602,2019/4/29,20
53063004700,2019/4/29,57
53063004800,2019/4/29,45
53063004900,2019/4/29,58
53063005000,2019/4/29,47
53063010100,2019/4/29,73
53063010201,2019/4/29,20
53063010202,2019/4/29,83
53063010301,2019/4/29,37
53063010303,2019/4/29,50
53063010304,2019/4/29,27
53063010305,2019/4/29,71
53063010401,2019/4/29,119
53063010402,2019/4/29,99
53063010501,2019/4/29,70
53063010503,2019/4/29,86
53063010504,2019/4/29,37
53063010601,2019/4/29,23
53063010602,2019/4/29,97
53063010700,2019/4/29,138
53063010800,2019/4/29,16
53063010900,2019/4/29,39
53063011000,2019/4/29,42
53063011101,2019/4/29,60
53063011102,2019/4/29,73
53063011201,2019/4/29,68
53063011202,2019/4/29,40
53063011300,2019/4/29,96
53063011400,2019/4/29,38
53063011500,2019/4/29,8
53063011600,2019/4/29,16
53063011701,2019/4/29,39
53063011702,2019/4/29,77
53063011800,2019/4/29,27
53063011900,2019/4/29,31
53063012000,2019/4/29,33
53063012100,2019/4/29,22
53063012200,2019/4/29,41
53063012300,2019/4/29,83
53063012401,2019/4/29,25
53063012402,2019/4/29,92
53063012500,2019/4/29,36
53063012600,2019/4/29,31
53063012701,2019/4/29,26
53063012702,2019/4/29,20
53063012801,2019/4/29,37
53063012802,2019/4/29,12
53063012901,2019/4/29,28
53063012902,2019/4/29,58
53063013000,2019/4/29,86
53063013100,2019/4/29,129
53063013201,2019/4/29,62
53063013202,2019/4/29,149
53063013300,2019/4/29,38
53063013401,2019/4/29,115
53063013500,2019/4/29,116
53063013600,2019/4/29,32
53063013700,2019/4/29,64
53063013800,2019/4/29,44
53063013900,2019/4/29,68
53063014001,2019/4/29,128
53063014002,2019/4/29,126
53063014100,2019/4/29,80
53063014200,2019/4/29,72
53063014300,2019/4/29,32
53063014400,2019/4/29,84
53063014500,2019/4/29,84
53065950100,2019/4/29,36
53065950200,2019/4/29,10
53065950300,2019/4/29,12
53065950500,2019/4/29,17
53065950600,2019/4/29,16
53065950700,2019/4/29,4
53065950800,2019/4/29,4
53065951100,2019/4/29,12
53065951300,2019/4/29,12
53065951400,2019/4/29,100
53067010100,2019/4/29,34
53067010200,2019/4/29,71
53067010300,2019/4/29,48
53067010400,2019/4/29,60
53067010510,2019/4/29,50
53067010520,2019/4/29,96
53067010600,2019/4/29,46
53067010700,2019/4/29,140
53067010800,2019/4/29,144
53067010910,2019/4/29,192
53067010920,2019/4/29,79
53067011000,2019/4/29,84
53067011100,2019/4/29,32
53067011200,2019/4/29,58
53067011300,2019/4/29,81
53067011410,2019/4/29,78
53067011420,2019/4/29,90
53067011500,2019/4/29,40
53067011610,2019/4/29,138
53067011621,2019/4/29,102
53067011622,2019/4/29,88
53067011623,2019/4/29,76
53067011624,2019/4/29,41
53067011710,2019/4/29,174
53067011720,2019/4/29,113
53067011810,2019/4/29,37
53067011821,2019/4/29,53
53067011822,2019/4/29,54
53067011900,2019/4/29,92
53067012000,2019/4/29,78
53067012100,2019/4/29,40
53067012211,2019/4/29,24
53067012212,2019/4/29,92
53067012221,2019/4/29,41
53067012222,2019/4/29,139
53067012310,2019/4/29,94
53067012320,2019/4/29,12
53067012330,2019/4/29,45
53067012411,2019/4/29,100
53067012412,2019/4/29,91
53067012420,2019/4/29,28
53067012510,2019/4/29,16
53067012520,2019/4/29,80
53067012530,2019/4/29,20
53067012610,2019/4/29,42
53067012620,2019/4/29,16
53067012710,2019/4/29,4
53067012720,2019/4/29,53
53067012730,2019/4/29,42
53069950100,2019/4/29,24
53071920000,2019/4/29,52
53071920100,2019/4/29,48
53071920200,2019/4/29,22
53071920300,2019/4/29,113
53071920500,2019/4/29,47
53071920600,2019/4/29,78
53071920701,2019/4/29,36
53071920702,2019/4/29,42
53071920801,2019/4/29,63
53071920802,2019/4/29,31
53071920900,2019/4/29,87
53073000100,2019/4/29,91
53073000200,2019/4/29,94
53073000300,2019/4/29,40
53073000400,2019/4/29,64
53073000501,2019/4/29,71
53073000502,2019/4/29,41
53073000600,2019/4/29,35
53073000700,2019/4/29,50
53073000803,2019/4/29,74
53073000804,2019/4/29,68
53073000805,2019/4/29,51
53073000806,2019/4/29,62
53073000901,2019/4/29,65
53073000902,2019/4/29,63
53073001000,2019/4/29,93
53073001100,2019/4/29,50
53073001201,2019/4/29,72
53073001202,2019/4/29,71
53073010100,2019/4/29,44
53073010200,2019/4/29,49
53073010301,2019/4/29,82
53073010302,2019/4/29,45
53073010303,2019/4/29,98
53073010401,2019/4/29,131
53073010403,2019/4/29,33
53073010404,2019/4/29,41
53073010501,2019/4/29,110
53073010502,2019/4/29,97
53073010600,2019/4/29,66
53073010701,2019/4/29,63
53073010702,2019/4/29,52
53073010900,2019/4/29,8
53073940000,2019/4/29,49
53075000100,2019/4/29,77
53075000200,2019/4/29,63
53075000300,2019/4/29,38
53075000400,2019/4/29,27
53075000600,2019/4/29,41
53075000700,2019/4/29,20
53075000800,2019/4/29,46
53075000900,2019/4/29,8
53075001000,2019/4/29,8
53077000100,2019/4/29,28
53077000200,2019/4/29,96
53077000300,2019/4/29,49
53077000400,2019/4/29,48
53077000500,2019/4/29,28
53077000600,2019/4/29,60
53077000700,2019/4/29,51
53077000800,2019/4/29,41
53077000901,2019/4/29,78
53077000902,2019/4/29,33
53077001000,2019/4/29,52
53077001100,2019/4/29,83
53077001201,2019/4/29,34
53077001202,2019/4/29,37
53077001300,2019/4/29,24
53077001400,2019/4/29,37
53077001501,2019/4/29,62
53077001502,2019/4/29,17
53077001601,2019/4/29,31
53077001602,2019/4/29,94
53077001701,2019/4/29,18
53077001702,2019/4/29,112
53077001800,2019/4/29,57
53077001901,2019/4/29,35
53077001902,2019/4/29,81
53077002001,2019/4/29,95
53077002002,2019/4/29,75
53077002101,2019/4/29,17
53077002102,2019/4/29,41
53077002200,2019/4/29,73
53077002701,2019/4/29,42
53077002801,2019/4/29,41
53077002802,2019/4/29,136
53077002900,2019/4/29,49
53077003001,2019/4/29,28
53077003002,2019/4/29,35
53077003100,2019/4/29,84
53077003200,2019/4/29,94
53077003400,2019/4/29,67
53077940001,2019/4/29,27
53077940002,2019/4/29,42
53077940003,2019/4/29,31
53077940004,2019/4/29,46
53077940005,2019/4/29,45
53077940006,2019/4/29,28
